1447067749654614019,2021-10-10 05:13:31,I  can't wait to get the hell out. so I'll just end it . #anxiety @Imheret45140132,,0,0
1447069714379857927,2021-10-10 05:21:19,"Morning. All people except me sleeping. @BillySpoonie had a bad night, #anxiety #overstimulation #ASD but eventually managed to sleep. @JennasLonelyGrl &amp; Lizzie are back safe from anniversary adventures, after horrendous drive from Basingstoke.","Queenie's Castle,Yate, S Glos",0,1
1447072203388985346,2021-10-10 05:31:13,"On #WorldMentalHealthDay, a big shoutout to my ex-colleagues, and workplaces for understanding #mentalhealth. I wouldn't be me if not for your  understanding and help in fighting #anxiety and #depression. It takes nothing to offer a patient ear, be empathetic and non-judgemental.",Bengaluru/Muscat/Palakad/Kochi,0,9
1447072334825754626,2021-10-10 05:31:44,I hate having anxiety about doing stuff that I love to do. Like isn’t this stuff supposed to release dopamine? Not body going into slight panic?? #igneous_12 #dopaminesearch #buisness #hobbies #Anxiety,"Utah, USA",0,0
1447074986531848192,2021-10-10 05:42:16,"I am not scared of my ADHD, depression and anxiety. I'm only conscious about the presence of these things and I have got the confidence in me to fight these things by never quitting against them.
#Mentalhealth #MentalHealthMatters #MentalHealthDay #adhd #depression #Anxiety","Wollongong, New South Wales",2,11
1447080247099224065,2021-10-10 06:03:11,"Acceptance that something ain't in your control is the biggest step towards #HowToFindMentalPeace ! 
#mentalhealthday2021
#MentalHealthAwareness
#MentalHealthDay
#MentalHealthMatters
#depression
#anxiety
#Mentalhealth
#WorldMentalHealthDay",India,3,4
1447080627401117697,2021-10-10 06:04:41,Sometimes I have anxiety about going to sleep because that's like putting myself into a job position and telling myself I'll do a good job getting myself there #anxiety,,0,1
1447080816585158656,2021-10-10 06:05:26,"Tip 
After medicine don't use fon .🙈
#anxiety",,0,0
1447090821459677186,2021-10-10 06:45:12,"Everyone you meet is fighting a battle you know nothing about.
Be kind. Always!

#MentalHealthAwarenessDay #MentalHealthAwarenessWeek #MentalHealthDay #Mentalhealth #MentalHealthMatters #MentalWellness #selfcare #selflove #anxiety #AnxietyRelief #depression #healthcare #healthy",,0,2
1447091174896963586,2021-10-10 06:46:36,"#SquidGame is giving me anxiety… 

… maybe I should watch the #TedLassofinale 

#squidgamenetflix #anxiety #TedLasso #mentalhealth",,0,0
1447092237112799234,2021-10-10 06:50:49,"2021 has been unexpectedly tough. Last year I was drawing, writing a book, but this year #depression sapped me of motivation and #anxiety constantly told me I wasn’t good enough to do anything.

The pandemic and Olympics didn’t help of course.

Feels like another failed year 😔",Tokyo,0,56
1447094003938349057,2021-10-10 06:57:50,"I have accepted my anxiety, but today I kicked its ass. I'm ready for whatever universe. 

#depression #anxiety #kickedbutt #justgonnasendit","Brooklyn, NY 👻SC: @torii_iv ",0,0
